Code_Commune;Poste_source
4127;733.0
4128;605.0
4129;605.0
4130;1400.0
4132;1400.0
4133;1893.0
4134;754.0
4135;606.0
4136;1893.0
4137;754.0
4138;696.0
4139;1144.0
4140;2076.0
4141;1400.0
4142;1400.0
4143;696.0
4144;606.0
4145;1144.0
4148;1142.0
4149;733.0
4150;331.0
4151;1400.0
4152;610.0
4154;331.0
4155;1149.0
4156;733.0
4157;606.0
4158;606.0
4159;1400.0
4160;605.0
4161;1907.0
4162;1400.0
4163;2076.0
4164;1400.0
4166;606.0
4167;328.0
4169;1400.0
4170;1718.0
4171;1142.0
4172;606.0
4173;1893.0
4174;1718.0
4175;1400.0
4176;606.0
4177;328.0
4178;1400.0
4179;1144.0
4180;1893.0
4181;733.0
4182;606.0
4183;327.0
4184;606.0
4186;606.0
4187;1893.0
4188;696.0
4189;1382.0
4190;605.0
4191;332.0
4192;605.0
4193;739.0
4194;1718.0
4195;1907.0
4197;610.0
4198;332.0
4199;1144.0
4200;1144.0
4201;1400.0
4202;1718.0
4203;332.0
4204;1893.0
4205;332.0
4206;1400.0
4207;754.0
4208;1400.0
4209;1144.0
4210;1142.0
4211;733.0
4214;328.0
4216;754.0
4217;328.0
4218;1893.0
4219;1893.0
4220;1907.0
4222;331.0
4224;327.0
4226;1907.0
4227;1400.0
4228;1144.0
4229;1144.0
4230;696.0
4231;1144.0
4233;754.0
4234;735.0
4235;332.0
4236;327.0
4237;332.0
4240;1149.0
4241;605.0
4242;696.0
4244;733.0
4245;696.0
5001;326.0
5002;738.0
5003;326.0
5004;330.0
5005;1144.0
5006;281.0
5007;326.0
5008;1166.0
5009;738.0
5010;1166.0
5011;1164.0
5012;1956.0
5013;754.0
5014;1013.0
5016;1166.0
5017;1164.0
5018;1164.0
5019;1166.0
5020;738.0
5021;1013.0
5022;331.0
5023;1954.0
5024;2199.0
5025;330.0
5026;739.0
5027;326.0
5028;1166.0
5029;330.0
5031;281.0
5032;330.0
5033;1013.0
5034;1013.0
5035;1166.0
5036;1956.0
5037;735.0
5038;326.0
5039;738.0
5040;331.0
5042;1166.0
5043;738.0
5044;739.0
5045;1956.0
5046;1956.0
5047;1013.0
5048;1013.0
5049;1166.0
5050;331.0
5051;1013.0
5052;1165.0
5053;1013.0
5054;1164.0
5055;1166.0
5056;1164.0
5057;735.0
5058;281.0
5059;735.0
5060;1166.0
5061;735.0
5062;738.0
5063;1505.0
5064;330.0
5065;1165.0
5066;1166.0
5067;330.0
5068;735.0
5069;1013.0
5070;1013.0
5071;754.0
5072;1164.0
5073;754.0
5074;735.0
5075;735.0
5076;1013.0
5077;326.0
5078;754.0
5079;732.0
5080;1166.0
5081;1013.0
5082;1165.0
5084;1164.0
5085;1954.0
5086;1013.0
5087;1166.0
5088;2199.0
5089;1013.0
5090;330.0
5091;2199.0
5092;735.0
5093;732.0
5094;1013.0
5095;738.0
5096;330.0
5097;1013.0
5098;1956.0
5099;1166.0
5100;735.0
5101;732.0
5102;1166.0
5103;754.0
5104;738.0
